"Time (YYYY:MM:DD)","Range (km)","Elevation (deg)","Azimuth (deg)"
2018:06:09:06:42:23.000,2371.230898,-55.211,294.643
2018:06:09:06:43:23.000,2353.581159,-55.243,293.581
2018:06:09:06:44:23.000,2336.690369,-55.279,292.489
2018:06:09:06:45:23.000,2320.585717,-55.318,291.366
2018:06:09:06:46:23.000,2305.293794,-55.359,290.213
2018:06:09:06:47:23.000,2290.840477,-55.401,289.032
2018:06:09:06:48:23.000,2277.250803,-55.444,287.822
2018:06:09:06:49:23.000,2264.548846,-55.487,286.585
2018:06:09:06:50:23.000,2252.757582,-55.529,285.322
2018:06:09:06:51:23.000,2241.898771,-55.571,284.034
2018:06:09:06:52:23.000,2231.992819,-55.610,282.724
2018:06:09:06:53:23.000,2223.058664,-55.648,281.392
2018:06:09:06:54:23.000,2215.113651,-55.682,280.040
2018:06:09:06:55:23.000,2208.173424,-55.714,278.671
2018:06:09:06:56:23.000,2202.251815,-55.741,277.286
2018:06:09:06:57:23.000,2197.360757,-55.764,275.889
2018:06:09:06:58:23.000,2193.510192,-55.783,274.480
2018:06:09:06:59:23.000,2190.708009,-55.797,273.063
2018:06:09:07:00:23.000,2188.959979,-55.805,271.641
2018:06:09:07:01:23.000,2188.269717,-55.809,270.216
2018:06:09:07:02:23.000,2188.638653,-55.807,268.790
2018:06:09:07:03:23.000,2190.066022,-55.800,267.366
2018:06:09:07:04:23.000,2192.548874,-55.788,265.948
2018:06:09:07:05:23.000,2196.082086,-55.770,264.537
2018:06:09:07:06:23.000,2200.658411,-55.749,263.135
2018:06:09:07:07:23.000,2206.268521,-55.722,261.747
2018:06:09:07:08:23.000,2212.901083,-55.692,260.372
2018:06:09:07:09:23.000,2220.542830,-55.659,259.015
2018:06:09:07:10:23.000,2229.178658,-55.622,257.677
2018:06:09:07:11:23.000,2238.791730,-55.583,256.360
2018:06:09:07:12:23.000,2249.363578,-55.542,255.065
2018:06:09:07:13:23.000,2260.874229,-55.500,253.794
2018:06:09:07:14:23.000,2273.302323,-55.457,252.549
2018:06:09:07:15:23.000,2286.625239,-55.414,251.331
2018:06:09:07:16:23.000,2300.819223,-55.371,250.141
2018:06:09:07:17:23.000,2315.859519,-55.330,248.979
2018:06:09:07:18:23.000,2331.720490,-55.291,247.847
2018:06:09:07:19:23.000,2348.375750,-55.254,246.746
2018:06:09:07:20:23.000,2365.798280,-55.220,245.675
2018:06:09:07:21:23.000,2383.960546,-55.190,244.634
2018:06:09:07:22:23.000,2402.834613,-55.164,243.625
2018:06:09:07:23:23.000,2422.392248,-55.142,242.648
2018:06:09:07:24:23.000,2442.605018,-55.126,241.701
2018:06:09:07:25:23.000,2463.444388,-55.115,240.786
2018:06:09:07:26:23.000,2484.881801,-55.110,239.901
2018:06:09:07:26:41.022,2491.433319,-55.110,239.642
2018:06:09:10:48:20.635,2491.432047,-55.110,300.363
2018:06:09:10:49:20.000,2470.042321,-55.113,299.498
2018:06:09:10:50:20.000,2449.009732,-55.122,298.592
2018:06:09:10:51:20.000,2428.594775,-55.137,297.655
2018:06:09:10:52:20.000,2408.826008,-55.157,296.687
2018:06:09:10:53:20.000,2389.731909,-55.181,295.688
2018:06:09:10:54:20.000,2371.340790,-55.210,294.658
2018:06:09:10:55:20.000,2353.680697,-55.243,293.596
2018:06:09:10:56:20.000,2336.779306,-55.279,292.504
2018:06:09:10:57:20.000,2320.663816,-55.318,291.381
2018:06:09:10:58:20.000,2305.360833,-55.358,290.229
2018:06:09:10:59:20.000,2290.896246,-55.401,289.048
2018:06:09:11:00:20.000,2277.295108,-55.443,287.838
2018:06:09:11:01:20.000,2264.581509,-55.487,286.601
2018:06:09:11:02:20.000,2252.778445,-55.529,285.338
2018:06:09:11:03:20.000,2241.907692,-55.571,284.051
2018:06:09:11:04:20.000,2231.989679,-55.610,282.740
2018:06:09:11:05:20.000,2223.043365,-55.648,281.408
2018:06:09:11:06:20.000,2215.086119,-55.683,280.057
2018:06:09:11:07:20.000,2208.133605,-55.714,278.688
2018:06:09:11:08:20.000,2202.199682,-55.741,277.303
2018:06:09:11:09:20.000,2197.296306,-55.765,275.905
2018:06:09:11:10:20.000,2193.433448,-55.783,274.497
2018:06:09:11:11:20.000,2190.619019,-55.797,273.080
2018:06:09:11:12:20.000,2188.858816,-55.806,271.657
2018:06:09:11:13:20.000,2188.156480,-55.809,270.232
2018:06:09:11:14:20.000,2188.513466,-55.807,268.806
2018:06:09:11:15:20.000,2189.929036,-55.800,267.382
2018:06:09:11:16:20.000,2192.400260,-55.788,265.963
2018:06:09:11:17:20.000,2195.922041,-55.771,264.552
2018:06:09:11:18:20.000,2200.487153,-55.749,263.150
2018:06:09:11:19:20.000,2206.086290,-55.723,261.761
2018:06:09:11:20:20.000,2212.708136,-55.693,260.387
2018:06:09:11:21:20.000,2220.339445,-55.660,259.029
2018:06:09:11:22:20.000,2228.965130,-55.623,257.690
2018:06:09:11:23:20.000,2238.568366,-55.584,256.373
2018:06:09:11:24:20.000,2249.130702,-55.543,255.077
2018:06:09:11:25:20.000,2260.632176,-55.500,253.806
2018:06:09:11:26:20.000,2273.051437,-55.457,252.561
2018:06:09:11:27:20.000,2286.365874,-55.414,251.342
2018:06:09:11:28:20.000,2300.551740,-55.372,250.152
2018:06:09:11:29:20.000,2315.584283,-55.331,248.990
2018:06:09:11:30:20.000,2331.437873,-55.291,247.857
2018:06:09:11:31:20.000,2348.086125,-55.255,246.755
2018:06:09:11:32:20.000,2365.502022,-55.221,245.684
2018:06:09:11:33:20.000,2383.658029,-55.190,244.643
2018:06:09:11:34:20.000,2402.526211,-55.164,243.634
2018:06:09:11:35:20.000,2422.078332,-55.143,242.655
2018:06:09:11:36:20.000,2442.285957,-55.126,241.708
2018:06:09:11:37:20.000,2463.120547,-55.115,240.793
2018:06:09:11:38:20.000,2484.553538,-55.110,239.908
2018:06:09:11:38:38.925,2491.433319,-55.110,239.635
2018:06:09:15:00:18.081,2491.432333,-55.110,300.370
2018:06:09:15:01:18.000,2469.841049,-55.113,299.496
2018:06:09:15:02:18.000,2448.809565,-55.122,298.590
2018:06:09:15:03:18.000,2428.395909,-55.137,297.653
2018:06:09:15:04:18.000,2408.628644,-55.157,296.685
2018:06:09:15:05:18.000,2389.536251,-55.182,295.686
2018:06:09:15:06:18.000,2371.147046,-55.211,294.655
2018:06:09:15:07:18.000,2353.489078,-55.244,293.593
2018:06:09:15:08:18.000,2336.590027,-55.280,292.501
2018:06:09:15:09:18.000,2320.477094,-55.318,291.378
2018:06:09:15:10:18.000,2305.176886,-55.359,290.225
2018:06:09:15:11:18.000,2290.715293,-55.401,289.044
2018:06:09:15:12:18.000,2277.117369,-55.444,287.834
2018:06:09:15:13:18.000,2264.407203,-55.487,286.597
2018:06:09:15:14:18.000,2252.607789,-55.530,285.333
2018:06:09:15:15:18.000,2241.740902,-55.571,284.046
2018:06:09:15:16:18.000,2231.826967,-55.611,282.735
2018:06:09:15:17:18.000,2222.884939,-55.649,281.403
2018:06:09:15:18:18.000,2214.932182,-55.683,280.051
2018:06:09:15:19:18.000,2207.984355,-55.715,278.681
2018:06:09:15:20:18.000,2202.055309,-55.742,277.296
2018:06:09:15:21:18.000,2197.156993,-55.765,275.898
2018:06:09:15:22:18.000,2193.299369,-55.784,274.490
2018:06:09:15:23:18.000,2190.490338,-55.798,273.073
2018:06:09:15:24:18.000,2188.735687,-55.806,271.650
2018:06:09:15:25:18.000,2188.039047,-55.810,270.224
2018:06:09:15:26:18.000,2188.401861,-55.808,268.798
2018:06:09:15:27:18.000,2189.823378,-55.801,267.374
2018:06:09:15:28:18.000,2192.300656,-55.789,265.955
2018:06:09:15:29:18.000,2195.828585,-55.772,264.543
2018:06:09:15:30:18.000,2200.399926,-55.750,263.142
2018:06:09:15:31:18.000,2206.005359,-55.724,261.752
2018:06:09:15:32:18.000,2212.633555,-55.694,260.378
2018:06:09:15:33:18.000,2220.271254,-55.660,259.020
2018:06:09:15:34:18.000,2228.903356,-55.623,257.682
2018:06:09:15:35:18.000,2238.513023,-55.584,256.364
2018:06:09:15:36:18.000,2249.081792,-55.543,255.068
2018:06:09:15:37:18.000,2260.589686,-55.501,253.797
2018:06:09:15:38:18.000,2273.015345,-55.458,252.552
2018:06:09:15:39:18.000,2286.336145,-55.415,251.333
2018:06:09:15:40:18.000,2300.528329,-55.372,250.143
2018:06:09:15:41:18.000,2315.567134,-55.331,248.981
2018:06:09:15:42:18.000,2331.426921,-55.292,247.849
2018:06:09:15:43:18.000,2348.081295,-55.255,246.746
2018:06:09:15:44:18.000,2365.503231,-55.221,245.675
2018:06:09:15:45:18.000,2383.665187,-55.190,244.634
2018:06:09:15:46:18.000,2402.539221,-55.164,243.625
2018:06:09:15:47:18.000,2422.097090,-55.143,242.647
2018:06:09:15:48:18.000,2442.310354,-55.126,241.700
2018:06:09:15:49:18.000,2463.150467,-55.115,240.784
2018:06:09:15:50:18.000,2484.588864,-55.110,239.900
2018:06:09:15:50:36.823,2491.433319,-55.110,239.628
2018:06:09:19:12:15.517,2491.432586,-55.110,300.377
2018:06:09:19:13:15.000,2469.992014,-55.113,299.510
2018:06:09:19:14:15.000,2448.951625,-55.122,298.604
2018:06:09:19:15:15.000,2428.528789,-55.137,297.667
2018:06:09:19:16:15.000,2408.752071,-55.157,296.699
2018:06:09:19:17:15.000,2389.649960,-55.182,295.700
2018:06:09:19:18:15.000,2371.250779,-55.211,294.670
2018:06:09:19:19:15.000,2353.582586,-55.243,293.608
2018:06:09:19:20:15.000,2336.673071,-55.279,292.516
2018:06:09:19:21:15.000,2320.549446,-55.318,291.393
2018:06:09:19:22:15.000,2305.238328,-55.359,290.241
2018:06:09:19:23:15.000,2290.765625,-55.401,289.059
2018:06:09:19:24:15.000,2277.156404,-55.444,287.850
2018:06:09:19:25:15.000,2264.434770,-55.487,286.613
2018:06:09:19:26:15.000,2252.623737,-55.530,285.350
2018:06:09:19:27:15.000,2241.745096,-55.571,284.062
2018:06:09:19:28:15.000,2231.819296,-55.611,282.751
2018:06:09:19:29:15.000,2222.865310,-55.649,281.419
2018:06:09:19:30:15.000,2214.900525,-55.683,280.067
2018:06:09:19:31:15.000,2207.940625,-55.715,278.698
2018:06:09:19:32:15.000,2201.999484,-55.742,277.313
2018:06:09:19:33:15.000,2197.089074,-55.766,275.915
2018:06:09:19:34:15.000,2193.219383,-55.784,274.506
2018:06:09:19:35:15.000,2190.398338,-55.798,273.089
2018:06:09:19:36:15.000,2188.631752,-55.807,271.666
2018:06:09:19:37:15.000,2187.923278,-55.810,270.240
2018:06:09:19:38:15.000,2188.274385,-55.809,268.814
2018:06:09:19:39:15.000,2189.684346,-55.802,267.389
2018:06:09:19:40:15.000,2192.150243,-55.790,265.970
2018:06:09:19:41:15.000,2195.666989,-55.772,264.558
2018:06:09:19:42:15.000,2200.227365,-55.751,263.156
2018:06:09:19:43:15.000,2205.822073,-55.725,261.767
2018:06:09:19:44:15.000,2212.439802,-55.694,260.392
2018:06:09:19:45:15.000,2220.067311,-55.661,259.034
2018:06:09:19:46:15.000,2228.689516,-55.624,257.695
2018:06:09:19:47:15.000,2238.289593,-55.585,256.376
2018:06:09:19:48:15.000,2248.849092,-55.544,255.081
2018:06:09:19:49:15.000,2260.348049,-55.501,253.809
2018:06:09:19:50:15.000,2272.765113,-55.458,252.563
2018:06:09:19:51:15.000,2286.077668,-55.415,251.344
2018:06:09:19:52:15.000,2300.261964,-55.373,250.153
2018:06:09:19:53:15.000,2315.293244,-55.332,248.991
2018:06:09:19:54:15.000,2331.145872,-55.292,247.858
2018:06:09:19:55:15.000,2347.793455,-55.255,246.756
2018:06:09:19:56:15.000,2365.208971,-55.221,245.684
2018:06:09:19:57:15.000,2383.364876,-55.191,244.643
2018:06:09:19:58:15.000,2402.233228,-55.165,243.633
2018:06:09:19:59:15.000,2421.785780,-55.143,242.654
2018:06:09:20:00:15.000,2441.994091,-55.127,241.707
2018:06:09:20:01:15.000,2462.829610,-55.116,240.791
2018:06:09:20:02:15.000,2484.263767,-55.110,239.906
2018:06:09:20:02:34.717,2491.433319,-55.110,239.622
2018:06:09:23:24:12.945,2491.432805,-55.110,300.384
2018:06:09:23:25:12.000,2470.139888,-55.113,299.523
2018:06:09:23:26:12.000,2449.090649,-55.122,298.617
2018:06:09:23:27:12.000,2428.658690,-55.137,297.681
2018:06:09:23:28:12.000,2408.872581,-55.157,296.713
2018:06:09:23:29:12.000,2389.760818,-55.181,295.714
2018:06:09:23:30:12.000,2371.351731,-55.210,294.684
2018:06:09:23:31:12.000,2353.673386,-55.243,293.623
2018:06:09:23:32:12.000,2336.753482,-55.279,292.531
2018:06:09:23:33:12.000,2320.619244,-55.318,291.408
2018:06:09:23:34:12.000,2305.297301,-55.359,290.256
2018:06:09:23:35:12.000,2290.813574,-55.401,289.075
2018:06:09:23:36:12.000,2277.193146,-55.444,287.865
2018:06:09:23:37:12.000,2264.460139,-55.487,286.628
2018:06:09:23:38:12.000,2252.637582,-55.530,285.366
2018:06:09:23:39:12.000,2241.747288,-55.571,284.078
2018:06:09:23:40:12.000,2231.809724,-55.611,282.767
2018:06:09:23:41:12.000,2222.843886,-55.649,281.435
2018:06:09:23:42:12.000,2214.867182,-55.684,280.083
2018:06:09:23:43:12.000,2207.895319,-55.715,278.714
2018:06:09:23:44:12.000,2201.942195,-55.743,277.329
2018:06:09:23:45:12.000,2197.019807,-55.766,275.931
2018:06:09:23:46:12.000,2193.138167,-55.785,274.522
2018:06:09:23:47:12.000,2190.305226,-55.799,273.105
2018:06:09:23:48:12.000,2188.526822,-55.807,271.682
2018:06:09:23:49:12.000,2187.806634,-55.811,270.256
2018:06:09:23:50:12.000,2188.146156,-55.809,268.829
2018:06:09:23:51:12.000,2189.544684,-55.802,267.405
2018:06:09:23:52:12.000,2191.999322,-55.790,265.985
2018:06:09:23:53:12.000,2195.505007,-55.773,264.573
2018:06:09:23:54:12.000,2200.054541,-55.752,263.171
2018:06:09:23:55:12.000,2205.638647,-55.725,261.781
2018:06:09:23:56:12.000,2212.246032,-55.695,260.405
2018:06:09:23:57:12.000,2219.863471,-55.662,259.047
2018:06:09:23:58:12.000,2228.475898,-55.625,257.708
2018:06:09:23:59:12.000,2238.066504,-55.586,256.389
2018:06:10:00:00:12.000,2248.616851,-55.545,255.093
2018:06:10:00:01:12.000,2260.106986,-55.502,253.821
2018:06:10:00:02:12.000,2272.515568,-55.459,252.575
2018:06:10:00:03:12.000,2285.819990,-55.416,251.355
2018:06:10:00:04:12.000,2299.996508,-55.374,250.164
2018:06:10:00:05:12.000,2315.020370,-55.332,249.001
2018:06:10:00:06:12.000,2330.865943,-55.293,247.868
2018:06:10:00:07:12.000,2347.506839,-55.256,246.765
2018:06:10:00:08:12.000,2364.916033,-55.222,245.692
2018:06:10:00:09:12.000,2383.065985,-55.191,244.651
2018:06:10:00:10:12.000,2401.928749,-55.165,243.641
2018:06:10:00:11:12.000,2421.476076,-55.143,242.662
2018:06:10:00:12:12.000,2441.679523,-55.127,241.714
2018:06:10:00:13:12.000,2462.510533,-55.116,240.797
2018:06:10:00:14:12.000,2483.940532,-55.110,239.912
2018:06:10:00:14:32.606,2491.433319,-55.110,239.615
2018:06:10:03:36:10.364,2491.432988,-55.110,300.390
2018:06:10:03:37:10.000,2469.928929,-55.113,299.521
2018:06:10:03:38:10.000,2448.880949,-55.122,298.615
2018:06:10:03:39:10.000,2428.450455,-55.137,297.679
2018:06:10:03:40:10.000,2408.666023,-55.157,296.711
2018:06:10:03:41:10.000,2389.556152,-55.182,295.712
2018:06:10:03:42:10.000,2371.149177,-55.211,294.681
2018:06:10:03:43:10.000,2353.473167,-55.244,293.619
2018:06:10:03:44:10.000,2336.555825,-55.280,292.527
2018:06:10:03:45:10.000,2320.424375,-55.318,291.404
2018:06:10:03:46:10.000,2305.105451,-55.359,290.252
2018:06:10:03:47:10.000,2290.624972,-55.401,289.070
2018:06:10:03:48:10.000,2277.008024,-55.444,287.860
2018:06:10:03:49:10.000,2264.278725,-55.488,286.623
2018:06:10:03:50:10.000,2252.460105,-55.530,285.360
2018:06:10:03:51:10.000,2241.573974,-55.572,284.072
2018:06:10:03:52:10.000,2231.640794,-55.612,282.761
2018:06:10:03:53:10.000,2222.679558,-55.650,281.429
2018:06:10:03:54:10.000,2214.707668,-55.684,280.077
2018:06:10:03:55:10.000,2207.740824,-55.716,278.707
2018:06:10:03:56:10.000,2201.792918,-55.743,277.322
2018:06:10:03:57:10.000,2196.875938,-55.767,275.924
2018:06:10:03:58:10.000,2192.999885,-55.785,274.514
2018:06:10:03:59:10.000,2190.172703,-55.799,273.097
2018:06:10:04:00:10.000,2188.400218,-55.808,271.674
2018:06:10:04:01:10.000,2187.686096,-55.812,270.247
2018:06:10:04:02:10.000,2188.031819,-55.810,268.821
2018:06:10:04:03:10.000,2189.436670,-55.803,267.396
2018:06:10:04:04:10.000,2191.897741,-55.791,265.976
2018:06:10:04:05:10.000,2195.409954,-55.774,264.564
2018:06:10:04:06:10.000,2199.966097,-55.752,263.162
2018:06:10:04:07:10.000,2205.556878,-55.726,261.771
2018:06:10:04:08:10.000,2212.170992,-55.696,260.396
2018:06:10:04:09:10.000,2219.795199,-55.662,259.038
2018:06:10:04:10:10.000,2228.414417,-55.625,257.698
2018:06:10:04:11:10.000,2238.011826,-55.586,256.379
2018:06:10:04:12:10.000,2248.568972,-55.545,255.083
2018:06:10:04:13:10.000,2260.065890,-55.503,253.811
2018:06:10:04:14:10.000,2272.481228,-55.459,252.565
2018:06:10:04:15:10.000,2285.792364,-55.416,251.346
2018:06:10:04:16:10.000,2299.975545,-55.374,250.154
2018:06:10:04:17:10.000,2315.006008,-55.332,248.992
2018:06:10:04:18:10.000,2330.858109,-55.293,247.858
2018:06:10:04:19:10.000,2347.505451,-55.256,246.755
2018:06:10:04:20:10.000,2364.921001,-55.222,245.683
2018:06:10:04:21:10.000,2383.077210,-55.191,244.642
2018:06:10:04:22:10.000,2401.946124,-55.165,243.632
2018:06:10:04:23:10.000,2421.499490,-55.143,242.653
2018:06:10:04:24:10.000,2441.708857,-55.127,241.705
2018:06:10:04:25:10.000,2462.545664,-55.116,240.789
2018:06:10:04:26:10.000,2483.981333,-55.110,239.903
2018:06:10:04:26:30.489,2491.433319,-55.110,239.608
2018:06:10:07:48:07.775,2491.433133,-55.110,300.397
2018:06:10:07:49:07.000,2470.070862,-55.113,299.534
2018:06:10:07:50:07.000,2449.014149,-55.122,298.629
2018:06:10:07:51:07.000,2428.574657,-55.137,297.692
2018:06:10:07:52:07.000,2408.780965,-55.157,296.725
2018:06:10:07:53:07.000,2389.661581,-55.182,295.726
2018:06:10:07:54:07.000,2371.244845,-55.211,294.695
2018:06:10:07:55:07.000,2353.558835,-55.243,293.634
2018:06:10:07:56:07.000,2336.631264,-55.279,292.542
2018:06:10:07:57:07.000,2320.489369,-55.318,291.419
2018:06:10:07:58:07.000,2305.159793,-55.359,290.267
2018:06:10:07:59:07.000,2290.668472,-55.401,289.086
2018:06:10:08:00:07.000,2277.040503,-55.444,287.876
2018:06:10:08:01:07.000,2264.300024,-55.487,286.639
2018:06:10:08:02:07.000,2252.470082,-55.530,285.376
2018:06:10:08:03:07.000,2241.572503,-55.572,284.088
2018:06:10:08:04:07.000,2231.627772,-55.612,282.777
2018:06:10:08:05:07.000,2222.654900,-55.650,281.445
2018:06:10:08:06:07.000,2214.671314,-55.684,280.093
2018:06:10:08:07:07.000,2207.692734,-55.716,278.723
2018:06:10:08:08:07.000,2201.733076,-55.744,277.338
2018:06:10:08:09:07.000,2196.804352,-55.767,275.940
2018:06:10:08:10:07.000,2192.916589,-55.786,274.530
2018:06:10:08:11:07.000,2190.077753,-55.800,273.113
2018:06:10:08:12:07.000,2188.293694,-55.809,271.689
2018:06:10:08:13:07.000,2187.568105,-55.812,270.263
2018:06:10:08:14:07.000,2187.902490,-55.811,268.836
2018:06:10:08:15:07.000,2189.296156,-55.804,267.411
2018:06:10:08:16:07.000,2191.746218,-55.792,265.991
2018:06:10:08:17:07.000,2195.247620,-55.774,264.578
2018:06:10:08:18:07.000,2199.793169,-55.753,263.176
2018:06:10:08:19:07.000,2205.373595,-55.727,261.785
2018:06:10:08:20:07.000,2211.977610,-55.696,260.409
2018:06:10:08:21:07.000,2219.591992,-55.663,259.051
2018:06:10:08:22:07.000,2228.201674,-55.626,257.711
2018:06:10:08:23:07.000,2237.789849,-55.587,256.392
2018:06:10:08:24:07.000,2248.338078,-55.546,255.095
2018:06:10:08:25:07.000,2259.826407,-55.503,253.823
2018:06:10:08:26:07.000,2272.233490,-55.460,252.576
2018:06:10:08:27:07.000,2285.536717,-55.417,251.356
2018:06:10:08:28:07.000,2299.712338,-55.374,250.164
2018:06:10:08:29:07.000,2314.735597,-55.333,249.001
2018:06:10:08:30:07.000,2330.580853,-55.294,247.868
2018:06:10:08:31:07.000,2347.221710,-55.256,246.764
2018:06:10:08:32:07.000,2364.631136,-55.222,245.691
2018:06:10:08:33:07.000,2382.781583,-55.192,244.650
2018:06:10:08:34:07.000,2401.645095,-55.165,243.639
2018:06:10:08:35:07.000,2421.193417,-55.144,242.660
2018:06:10:08:36:07.000,2441.398092,-55.127,241.712
2018:06:10:08:37:07.000,2462.230559,-55.116,240.795
2018:06:10:08:38:07.000,2483.662231,-55.110,239.909
2018:06:10:08:38:28.366,2491.433319,-55.110,239.601
2018:06:10:12:00:05.178,2491.433239,-55.110,300.404
2018:06:10:12:01:05.000,2469.854108,-55.113,299.532
2018:06:10:12:02:05.000,2448.798778,-55.122,298.627
2018:06:10:12:03:05.000,2428.360881,-55.137,297.690
2018:06:10:12:04:05.000,2408.569005,-55.157,296.722
2018:06:10:12:05:05.000,2389.451659,-55.182,295.723
2018:06:10:12:06:05.000,2371.037188,-55.211,294.692
2018:06:10:12:07:05.000,2353.353674,-55.244,293.630
2018:06:10:12:08:05.000,2336.428831,-55.280,292.538
2018:06:10:12:09:05.000,2320.289898,-55.319,291.415
2018:06:10:12:10:05.000,2304.963522,-55.360,290.263
2018:06:10:12:11:05.000,2290.475637,-55.402,289.081
2018:06:10:12:12:05.000,2276.851343,-55.445,287.871
2018:06:10:12:13:05.000,2264.114774,-55.488,286.634
2018:06:10:12:14:05.000,2252.288975,-55.531,285.370
2018:06:10:12:15:05.000,2241.395772,-55.573,284.082
2018:06:10:12:16:05.000,2231.455644,-55.613,282.771
2018:06:10:12:17:05.000,2222.487599,-55.650,281.438
2018:06:10:12:18:05.000,2214.509055,-55.685,280.086
2018:06:10:12:19:05.000,2207.535729,-55.717,278.716
2018:06:10:12:20:05.000,2201.581527,-55.744,277.331
2018:06:10:12:21:05.000,2196.658452,-55.768,275.932
2018:06:10:12:22:05.000,2192.776522,-55.786,274.522
2018:06:10:12:23:05.000,2189.943692,-55.800,273.104
2018:06:10:12:24:05.000,2188.165802,-55.809,271.681
2018:06:10:12:25:05.000,2187.446531,-55.813,270.254
2018:06:10:12:26:05.000,2187.787370,-55.811,268.827
2018:06:10:12:27:05.000,2189.187613,-55.804,267.402
2018:06:10:12:28:05.000,2191.644362,-55.792,265.982
2018:06:10:12:29:05.000,2195.152545,-55.775,264.569
2018:06:10:12:30:05.000,2199.704956,-55.753,263.166
2018:06:10:12:31:05.000,2205.292309,-55.727,261.776
2018:06:10:12:32:05.000,2211.903302,-55.697,260.400
2018:06:10:12:33:05.000,2219.524698,-55.663,259.041
2018:06:10:12:34:05.000,2228.141416,-55.626,257.701
2018:06:10:12:35:05.000,2237.736635,-55.587,256.382
2018:06:10:12:36:05.000,2248.291901,-55.546,255.085
2018:06:10:12:37:05.000,2259.787246,-55.504,253.813
2018:06:10:12:38:05.000,2272.201314,-55.460,252.566
2018:06:10:12:39:05.000,2285.511479,-55.417,251.346
2018:06:10:12:40:05.000,2299.693983,-55.375,250.155
2018:06:10:12:41:05.000,2314.724055,-55.333,248.991
2018:06:10:12:42:05.000,2330.576047,-55.294,247.858
2018:06:10:12:43:05.000,2347.223552,-55.256,246.755
2018:06:10:12:44:05.000,2364.639531,-55.222,245.682
2018:06:10:12:45:05.000,2382.796424,-55.192,244.640
2018:06:10:12:46:05.000,2401.666271,-55.165,243.630
2018:06:10:12:47:05.000,2421.220809,-55.144,242.651
2018:06:10:12:48:05.000,2441.431575,-55.127,241.703
2018:06:10:12:49:05.000,2462.270003,-55.116,240.786
2018:06:10:12:50:05.000,2483.707502,-55.110,239.900
2018:06:10:12:50:26.237,2491.433319,-55.110,239.594
2018:06:10:16:12:02.574,2491.433302,-55.110,300.411
2018:06:10:16:13:02.000,2469.990646,-55.113,299.545
2018:06:10:16:14:02.000,2448.926715,-55.122,298.640
2018:06:10:16:15:02.000,2428.479960,-55.137,297.703
2018:06:10:16:16:02.000,2408.678971,-55.157,296.735
2018:06:10:16:17:02.000,2389.552265,-55.182,295.736
2018:06:10:16:18:02.000,2371.128193,-55.211,294.706
2018:06:10:16:19:02.000,2353.434846,-55.244,293.645
2018:06:10:16:20:02.000,2336.499949,-55.280,292.553
2018:06:10:16:21:02.000,2320.350751,-55.319,291.430
2018:06:10:16:22:02.000,2305.013910,-55.359,290.278
2018:06:10:16:23:02.000,2290.515376,-55.402,289.096
2018:06:10:16:24:02.000,2276.880261,-55.445,287.886
2018:06:10:16:25:02.000,2264.132717,-55.488,286.649
2018:06:10:16:26:02.000,2252.295806,-55.531,285.386
2018:06:10:16:27:02.000,2241.391372,-55.573,284.098
2018:06:10:16:28:02.000,2231.439914,-55.613,282.787
2018:06:10:16:29:02.000,2222.460459,-55.650,281.454
2018:06:10:16:30:02.000,2214.470449,-55.685,280.102
2018:06:10:16:31:02.000,2207.485621,-55.717,278.732
2018:06:10:16:32:02.000,2201.519906,-55.745,277.346
2018:06:10:16:33:02.000,2196.585329,-55.768,275.947
2018:06:10:16:34:02.000,2192.691931,-55.787,274.538
2018:06:10:16:35:02.000,2189.847693,-55.801,273.120
2018:06:10:16:36:02.000,2188.058477,-55.810,271.696
2018:06:10:16:37:02.000,2187.327986,-55.813,270.269
2018:06:10:16:38:02.000,2187.657737,-55.812,268.842
2018:06:10:16:39:02.000,2189.047045,-55.805,267.417
2018:06:10:16:40:02.000,2191.493033,-55.793,265.996
2018:06:10:16:41:02.000,2194.990652,-55.776,264.583
2018:06:10:16:42:02.000,2199.532716,-55.754,263.180
2018:06:10:16:43:02.000,2205.109959,-55.728,261.789
2018:06:10:16:44:02.000,2211.711095,-55.698,260.413
2018:06:10:16:45:02.000,2219.322905,-55.664,259.054
2018:06:10:16:46:02.000,2227.930324,-55.627,257.713
2018:06:10:16:47:02.000,2237.516542,-55.588,256.394
2018:06:10:16:48:02.000,2248.063119,-55.547,255.097
2018:06:10:16:49:02.000,2259.550099,-55.504,253.824
2018:06:10:16:50:02.000,2271.956132,-55.461,252.577
2018:06:10:16:51:02.000,2285.258602,-55.418,251.357
2018:06:10:16:52:02.000,2299.433755,-55.375,250.164
2018:06:10:16:53:02.000,2314.456827,-55.334,249.001
2018:06:10:16:54:02.000,2330.302171,-55.294,247.867
2018:06:10:16:55:02.000,2346.943383,-55.257,246.763
2018:06:10:16:56:02.000,2364.353424,-55.223,245.690
2018:06:10:16:57:02.000,2382.504735,-55.192,244.648
2018:06:10:16:58:02.000,2401.369353,-55.166,243.637
2018:06:10:16:59:02.000,2420.919012,-55.144,242.657
2018:06:10:17:00:02.000,2441.125249,-55.127,241.709
2018:06:10:17:01:02.000,2461.959489,-55.116,240.792
2018:06:10:17:02:02.000,2483.393139,-55.110,239.906
2018:06:10:17:02:24.100,2491.433319,-55.110,239.587
2018:06:10:20:23:59.966,2491.432352,-55.110,300.418
2018:06:10:20:24:59.000,2470.124768,-55.113,299.558
2018:06:10:20:25:59.000,2449.052312,-55.122,298.653
