"Time (YYYY:MM:DD)","Range (km)","Elevation (deg)","Azimuth (deg)"
2018:05:26:03:16:22.000,2458.997625,-55.117,240.789
2018:05:26:03:17:22.000,2480.434789,-55.111,239.900
2018:05:26:03:17:52.172,2491.433125,-55.110,239.464
2018:05:26:06:39:19.975,2491.433319,-55.110,300.530
2018:05:26:06:40:19.000,2470.057300,-55.113,299.670
2018:05:26:06:41:19.000,2448.910715,-55.122,298.766
2018:05:26:06:42:19.000,2428.379940,-55.137,297.831
2018:05:26:06:43:19.000,2408.493650,-55.157,296.864
2018:05:26:06:44:19.000,2389.280454,-55.182,295.866
2018:05:26:06:45:19.000,2370.768806,-55.211,294.836
2018:05:26:06:46:19.000,2352.986906,-55.245,293.775
2018:05:26:06:47:19.000,2335.962600,-55.281,292.684
2018:05:26:06:48:19.000,2319.723266,-55.320,291.561
2018:05:26:06:49:19.000,2304.295702,-55.361,290.409
2018:05:26:06:50:19.000,2289.706002,-55.404,289.227
2018:05:26:06:51:19.000,2275.979435,-55.448,288.017
2018:05:26:06:52:19.000,2263.140317,-55.492,286.779
2018:05:26:06:53:19.000,2251.211879,-55.535,285.515
2018:05:26:06:54:19.000,2240.216142,-55.577,284.227
2018:05:26:06:55:19.000,2230.173787,-55.618,282.914
2018:05:26:06:56:19.000,2221.104029,-55.656,281.580
2018:05:26:06:57:19.000,2213.024498,-55.692,280.226
2018:05:26:06:58:19.000,2205.951124,-55.724,278.854
2018:05:26:06:59:19.000,2199.898028,-55.752,277.466
2018:05:26:07:00:19.000,2194.877429,-55.776,276.065
2018:05:26:07:01:19.000,2190.899556,-55.796,274.653
2018:05:26:07:02:19.000,2187.972575,-55.810,273.232
2018:05:26:07:03:19.000,2186.102529,-55.820,271.805
2018:05:26:07:04:19.000,2185.293295,-55.824,270.375
2018:05:26:07:05:19.000,2185.546553,-55.822,268.944
2018:05:26:07:06:19.000,2186.861777,-55.816,267.515
2018:05:26:07:07:19.000,2189.236235,-55.804,266.091
2018:05:26:07:08:19.000,2192.665012,-55.787,264.674
2018:05:26:07:09:19.000,2197.141044,-55.765,263.267
2018:05:26:07:10:19.000,2202.655175,-55.739,261.872
2018:05:26:07:11:19.000,2209.196214,-55.709,260.491
2018:05:26:07:12:19.000,2216.751024,-55.675,259.128
2018:05:26:07:13:19.000,2225.304607,-55.638,257.783
2018:05:26:07:14:19.000,2234.840208,-55.599,256.459
2018:05:26:07:15:19.000,2245.339426,-55.557,255.157
2018:05:26:07:16:19.000,2256.782331,-55.514,253.880
2018:05:26:07:17:19.000,2269.147587,-55.471,252.629
2018:05:26:07:18:19.000,2282.412579,-55.427,251.404
2018:05:26:07:19:19.000,2296.553541,-55.384,250.207
2018:05:26:07:20:19.000,2311.545687,-55.342,249.040
2018:05:26:07:21:19.000,2327.363339,-55.301,247.902
2018:05:26:07:22:19.000,2343.980051,-55.263,246.794
2018:05:26:07:23:19.000,2361.368732,-55.228,245.717
2018:05:26:07:24:19.000,2379.501769,-55.197,244.671
2018:05:26:07:25:19.000,2398.351131,-55.170,243.656
2018:05:26:07:26:19.000,2417.888486,-55.147,242.673
2018:05:26:07:27:19.000,2438.085294,-55.129,241.721
2018:05:26:07:28:19.000,2458.912902,-55.117,240.800
2018:05:26:07:29:19.000,2480.342636,-55.111,239.911
2018:05:26:07:29:49.432,2491.432969,-55.110,239.472
2018:05:26:10:51:17.744,2491.433319,-55.110,300.522
2018:05:26:10:52:17.000,2469.979482,-55.113,299.660
2018:05:26:10:53:17.000,2448.840206,-55.122,298.755
2018:05:26:10:54:17.000,2428.316928,-55.137,297.820
2018:05:26:10:55:17.000,2408.438317,-55.157,296.853
2018:05:26:10:56:17.000,2389.232975,-55.182,295.854
2018:05:26:10:57:17.000,2370.729348,-55.211,294.824
2018:05:26:10:58:17.000,2352.955630,-55.245,293.763
2018:05:26:10:59:17.000,2335.939657,-55.281,292.671
2018:05:26:11:00:17.000,2319.708796,-55.320,291.549
2018:05:26:11:01:17.000,2304.289835,-55.361,290.397
2018:05:26:11:02:17.000,2289.708856,-55.404,289.215
2018:05:26:11:03:17.000,2275.991115,-55.448,288.005
2018:05:26:11:04:17.000,2263.160913,-55.491,286.767
2018:05:26:11:05:17.000,2251.241467,-55.535,285.503
2018:05:26:11:06:17.000,2240.254783,-55.577,284.214
2018:05:26:11:07:17.000,2230.221525,-55.618,282.902
2018:05:26:11:08:17.000,2221.160890,-55.656,281.568
2018:05:26:11:09:17.000,2213.090491,-55.692,280.214
2018:05:26:11:10:17.000,2206.026238,-55.724,278.842
2018:05:26:11:11:17.000,2199.982236,-55.752,277.454
2018:05:26:11:12:17.000,2194.970684,-55.776,276.053
2018:05:26:11:13:17.000,2191.001792,-55.795,274.641
2018:05:26:11:14:17.000,2188.083706,-55.810,273.220
2018:05:26:11:15:17.000,2186.222450,-55.819,271.794
2018:05:26:11:16:17.000,2185.421883,-55.823,270.364
2018:05:26:11:17:17.000,2185.683667,-55.822,268.933
2018:05:26:11:18:17.000,2187.007258,-55.815,267.504
2018:05:26:11:19:17.000,2189.389906,-55.803,266.080
2018:05:26:11:20:17.000,2192.826682,-55.786,264.663
2018:05:26:11:21:17.000,2197.310506,-55.765,263.256
2018:05:26:11:22:17.000,2202.832206,-55.738,261.862
2018:05:26:11:23:17.000,2209.380581,-55.708,260.482
2018:05:26:11:24:17.000,2216.942480,-55.674,259.118
2018:05:26:11:25:17.000,2225.502895,-55.637,257.774
2018:05:26:11:26:17.000,2235.045062,-55.598,256.450
2018:05:26:11:27:17.000,2245.550571,-55.556,255.149
2018:05:26:11:28:17.000,2256.999486,-55.514,253.872
2018:05:26:11:29:17.000,2269.370466,-55.470,252.621
2018:05:26:11:30:17.000,2282.640890,-55.426,251.397
2018:05:26:11:31:17.000,2296.786990,-55.383,250.201
2018:05:26:11:32:17.000,2311.783979,-55.341,249.033
2018:05:26:11:33:17.000,2327.606176,-55.301,247.896
2018:05:26:11:34:17.000,2344.227136,-55.263,246.788
2018:05:26:11:35:17.000,2361.619771,-55.228,245.711
2018:05:26:11:36:17.000,2379.756467,-55.197,244.666
2018:05:26:11:37:17.000,2398.609199,-55.169,243.652
2018:05:26:11:38:17.000,2418.149635,-55.147,242.669
2018:05:26:11:39:17.000,2438.349242,-55.129,241.717
2018:05:26:11:40:17.000,2459.179371,-55.117,240.797
2018:05:26:11:41:17.000,2480.611353,-55.111,239.908
2018:05:26:11:41:46.696,2491.432772,-55.110,239.479
2018:05:26:15:03:15.524,2491.433319,-55.110,300.515
2018:05:26:15:04:15.000,2469.905968,-55.113,299.649
2018:05:26:15:05:15.000,2448.773964,-55.122,298.744
2018:05:26:15:06:15.000,2428.258139,-55.137,297.808
2018:05:26:15:07:15.000,2408.387158,-55.157,296.841
2018:05:26:15:08:15.000,2389.189616,-55.182,295.843
2018:05:26:15:09:15.000,2370.693953,-55.212,294.813
2018:05:26:15:10:15.000,2352.928355,-55.245,293.752
2018:05:26:15:11:15.000,2335.920646,-55.281,292.660
2018:05:26:15:12:15.000,2319.698187,-55.320,291.537
2018:05:26:15:13:15.000,2304.287752,-55.361,290.384
2018:05:26:15:14:15.000,2289.715411,-55.404,289.203
2018:05:26:15:15:15.000,2276.006409,-55.448,287.992
2018:05:26:15:16:15.000,2263.185032,-55.491,286.755
2018:05:26:15:17:15.000,2251.274483,-55.535,285.491
2018:05:26:15:18:15.000,2240.296751,-55.577,284.202
2018:05:26:15:19:15.000,2230.272483,-55.618,282.889
2018:05:26:15:20:15.000,2221.220862,-55.656,281.555
2018:05:26:15:21:15.000,2213.159480,-55.691,280.201
2018:05:26:15:22:15.000,2206.104232,-55.723,278.829
2018:05:26:15:23:15.000,2200.069202,-55.751,277.442
2018:05:26:15:24:15.000,2195.066570,-55.775,276.041
2018:05:26:15:25:15.000,2191.106529,-55.795,274.629
2018:05:26:15:26:15.000,2188.197205,-55.809,273.208
2018:05:26:15:27:15.000,2186.344604,-55.818,271.782
2018:05:26:15:28:15.000,2185.552565,-55.822,270.352
2018:05:26:15:29:15.000,2185.822735,-55.821,268.922
2018:05:26:15:30:15.000,2187.154549,-55.814,267.493
2018:05:26:15:31:15.000,2189.545244,-55.802,266.070
2018:05:26:15:32:15.000,2192.989871,-55.785,264.653
2018:05:26:15:33:15.000,2197.481340,-55.764,263.246
2018:05:26:15:34:15.000,2203.010461,-55.738,261.852
2018:05:26:15:35:15.000,2209.566023,-55.707,260.472
2018:05:26:15:36:15.000,2217.134862,-55.674,259.109
2018:05:26:15:37:15.000,2225.701960,-55.637,257.765
2018:05:26:15:38:15.000,2235.250544,-55.597,256.442
2018:05:26:15:39:15.000,2245.762197,-55.556,255.141
2018:05:26:15:40:15.000,2257.216975,-55.513,253.865
2018:05:26:15:41:15.000,2269.593532,-55.469,252.614
2018:05:26:15:42:15.000,2282.869244,-55.425,251.390
2018:05:26:15:43:15.000,2297.020340,-55.382,250.194
2018:05:26:15:44:15.000,2312.022030,-55.340,249.027
2018:05:26:15:45:15.000,2327.848634,-55.300,247.890
2018:05:26:15:46:15.000,2344.473707,-55.262,246.783
2018:05:26:15:47:15.000,2361.870161,-55.227,245.706
2018:05:26:15:48:15.000,2380.010385,-55.196,244.661
2018:05:26:15:49:15.000,2398.866358,-55.169,243.647
2018:05:26:15:50:15.000,2418.409751,-55.146,242.665
2018:05:26:15:51:15.000,2438.612033,-55.129,241.713
2018:05:26:15:52:15.000,2459.444564,-55.117,240.794
2018:05:26:15:53:15.000,2480.878678,-55.111,239.905
2018:05:26:15:53:43.964,2491.432535,-55.110,239.487
2018:05:26:19:15:13.316,2491.433319,-55.110,300.507
2018:05:26:19:16:13.000,2469.836640,-55.113,299.638
2018:05:26:19:17:13.000,2448.711861,-55.122,298.733
2018:05:26:19:18:13.000,2428.203440,-55.137,297.797
2018:05:26:19:19:13.000,2408.340036,-55.157,296.830
2018:05:26:19:20:13.000,2389.150236,-55.182,295.831
2018:05:26:19:21:13.000,2370.662475,-55.212,294.801
2018:05:26:19:22:13.000,2352.904928,-55.245,293.740
2018:05:26:19:23:13.000,2335.905412,-55.281,292.648
2018:05:26:19:24:13.000,2319.691277,-55.320,291.525
2018:05:26:19:25:13.000,2304.289286,-55.361,290.372
2018:05:26:19:26:13.000,2289.725499,-55.404,289.190
2018:05:26:19:27:13.000,2276.025144,-55.448,287.980
2018:05:26:19:28:13.000,2263.212496,-55.491,286.742
2018:05:26:19:29:13.000,2251.310742,-55.535,285.478
2018:05:26:19:30:13.000,2240.341857,-55.577,284.189
2018:05:26:19:31:13.000,2230.326471,-55.617,282.877
2018:05:26:19:32:13.000,2221.283749,-55.656,281.543
2018:05:26:19:33:13.000,2213.231267,-55.691,280.189
2018:05:26:19:34:13.000,2206.184901,-55.723,278.817
2018:05:26:19:35:13.000,2200.158717,-55.751,277.430
2018:05:26:19:36:13.000,2195.164878,-55.775,276.029
2018:05:26:19:37:13.000,2191.213555,-55.794,274.617
2018:05:26:19:38:13.000,2188.312858,-55.808,273.197
2018:05:26:19:39:13.000,2186.468773,-55.818,271.771
2018:05:26:19:40:13.000,2185.685123,-55.822,270.341
2018:05:26:19:41:13.000,2185.963535,-55.820,268.911
2018:05:26:19:42:13.000,2187.303429,-55.814,267.483
2018:05:26:19:43:13.000,2189.702023,-55.802,266.059
2018:05:26:19:44:13.000,2193.154356,-55.785,264.643
2018:05:26:19:45:13.000,2197.653320,-55.763,263.237
2018:05:26:19:46:13.000,2203.189715,-55.737,261.842
2018:05:26:19:47:13.000,2209.752313,-55.707,260.463
2018:05:26:19:48:13.000,2217.327943,-55.673,259.100
2018:05:26:19:49:13.000,2225.901576,-55.636,257.757
2018:05:26:19:50:13.000,2235.456429,-55.596,256.434
2018:05:26:19:51:13.000,2245.974078,-55.555,255.133
2018:05:26:19:52:13.000,2257.434573,-55.512,253.857
2018:05:26:19:53:13.000,2269.816563,-55.468,252.607
2018:05:26:19:54:13.000,2283.097420,-55.425,251.383
2018:05:26:19:55:13.000,2297.253370,-55.382,250.188
2018:05:26:19:56:13.000,2312.259623,-55.340,249.021
2018:05:26:19:57:13.000,2328.090497,-55.299,247.884
2018:05:26:19:58:13.000,2344.719548,-55.262,246.778
2018:05:26:19:59:13.000,2362.119690,-55.227,245.702
2018:05:26:20:00:13.000,2380.263314,-55.196,244.657
2018:05:26:20:01:13.000,2399.122401,-55.169,243.643
2018:05:26:20:02:13.000,2418.668628,-55.146,242.661
2018:05:26:20:03:13.000,2438.873467,-55.129,241.710
2018:05:26:20:04:13.000,2459.708283,-55.117,240.790
2018:05:26:20:05:13.000,2481.144415,-55.111,239.902
2018:05:26:20:05:41.236,2491.432260,-55.110,239.495
2018:05:26:23:27:11.119,2491.433319,-55.110,300.499
2018:05:26:23:28:11.000,2469.771368,-55.113,299.627
2018:05:26:23:29:11.000,2448.653766,-55.122,298.722
2018:05:26:23:30:11.000,2428.152696,-55.137,297.786
2018:05:26:23:31:11.000,2408.296809,-55.157,296.819
2018:05:26:23:32:11.000,2389.114689,-55.182,295.820
2018:05:26:23:33:11.000,2370.634761,-55.212,294.790
2018:05:26:23:34:11.000,2352.885193,-55.245,293.728
2018:05:26:23:35:11.000,2335.893793,-55.281,292.636
2018:05:26:23:36:11.000,2319.687900,-55.320,291.513
2018:05:26:23:37:11.000,2304.294267,-55.361,290.360
2018:05:26:23:38:11.000,2289.738941,-55.404,289.178
2018:05:26:23:39:11.000,2276.047138,-55.448,287.968
2018:05:26:23:40:11.000,2263.243119,-55.491,286.730
2018:05:26:23:41:11.000,2251.350056,-55.534,285.466
2018:05:26:23:42:11.000,2240.389909,-55.577,284.177
2018:05:26:23:43:11.000,2230.383291,-55.617,282.865
2018:05:26:23:44:11.000,2221.349351,-55.655,281.531
2018:05:26:23:45:11.000,2213.305648,-55.691,280.177
2018:05:26:23:46:11.000,2206.268040,-55.722,278.805
2018:05:26:23:47:11.000,2200.250574,-55.751,277.418
2018:05:26:23:48:11.000,2195.265394,-55.774,276.017
2018:05:26:23:49:11.000,2191.322655,-55.794,274.606
2018:05:26:23:50:11.000,2188.430447,-55.808,273.185
2018:05:26:23:51:11.000,2186.594740,-55.817,271.759
2018:05:26:23:52:11.000,2185.819336,-55.821,270.330
2018:05:26:23:53:11.000,2186.105845,-55.820,268.900
2018:05:26:23:54:11.000,2187.453672,-55.813,267.472
2018:05:26:23:55:11.000,2189.860020,-55.801,266.049
2018:05:26:23:56:11.000,2193.319910,-55.784,264.633
2018:05:26:23:57:11.000,2197.826220,-55.762,263.227
2018:05:26:23:58:11.000,2203.369739,-55.736,261.833
2018:05:26:23:59:11.000,2209.939226,-55.706,260.454
2018:05:27:00:00:11.000,2217.521498,-55.672,259.092
2018:05:27:00:01:11.000,2226.101516,-55.635,257.748
2018:05:27:00:02:11.000,2235.662490,-55.595,256.426
2018:05:27:00:03:11.000,2246.185989,-55.554,255.126
2018:05:27:00:04:11.000,2257.652056,-55.511,253.850
2018:05:27:00:05:11.000,2270.039336,-55.468,252.600
2018:05:27:00:06:11.000,2283.325196,-55.424,251.377
2018:05:27:00:07:11.000,2297.485862,-55.381,250.182
2018:05:27:00:08:11.000,2312.496540,-55.339,249.015
2018:05:27:00:09:11.000,2328.331550,-55.299,247.879
2018:05:27:00:10:11.000,2344.964447,-55.261,246.772
2018:05:27:00:11:11.000,2362.368148,-55.226,245.697
2018:05:27:00:12:11.000,2380.515046,-55.195,244.652
2018:05:27:00:13:11.000,2399.377125,-55.168,243.639
2018:05:27:00:14:11.000,2418.926065,-55.146,242.657
2018:05:27:00:15:11.000,2439.133345,-55.129,241.707
2018:05:27:00:16:11.000,2459.970333,-55.117,240.787
2018:05:27:00:17:11.000,2481.408374,-55.111,239.899
2018:05:27:00:17:38.513,2491.431948,-55.110,239.502
2018:05:27:03:39:08.932,2491.433319,-55.110,300.491
2018:05:27:03:40:08.000,2470.066924,-55.113,299.631
2018:05:27:03:41:08.000,2448.946408,-55.122,298.727
2018:05:27:03:42:08.000,2428.442115,-55.137,297.791
2018:05:27:03:43:08.000,2408.582693,-55.157,296.824
2018:05:27:03:44:08.000,2389.396719,-55.182,295.825
2018:05:27:03:45:08.000,2370.912614,-55.211,294.796
2018:05:27:03:46:08.000,2353.158544,-55.244,293.735
2018:05:27:03:47:08.000,2336.162315,-55.281,292.643
2018:05:27:03:48:08.000,2319.951263,-55.320,291.520
2018:05:27:03:49:08.000,2304.552142,-55.361,290.368
2018:05:27:03:50:08.000,2289.990999,-55.403,289.186
2018:05:27:03:51:08.000,2276.293053,-55.447,287.976
2018:05:27:03:52:08.000,2263.482568,-55.490,286.739
2018:05:27:03:53:08.000,2251.582721,-55.534,285.475
2018:05:27:03:54:08.000,2240.615476,-55.576,284.187
2018:05:27:03:55:08.000,2230.601457,-55.616,282.875
2018:05:27:03:56:08.000,2221.559819,-55.654,281.541
2018:05:27:03:57:08.000,2213.508131,-55.690,280.188
2018:05:27:03:58:08.000,2206.462264,-55.722,278.817
2018:05:27:03:59:08.000,2200.436278,-55.750,277.430
2018:05:27:04:00:08.000,2195.442332,-55.774,276.029
2018:05:27:04:01:08.000,2191.490595,-55.793,274.618
2018:05:27:04:02:08.000,2188.589175,-55.807,273.198
2018:05:27:04:03:08.000,2186.744059,-55.816,271.772
2018:05:27:04:04:08.000,2185.959068,-55.820,270.343
2018:05:27:04:05:08.000,2186.235833,-55.819,268.913
2018:05:27:04:06:08.000,2187.573778,-55.812,267.486
2018:05:27:04:07:08.000,2189.970126,-55.800,266.062
2018:05:27:04:08:08.000,2193.419921,-55.783,264.647
2018:05:27:04:09:08.000,2197.916063,-55.762,263.241
2018:05:27:04:10:08.000,2203.449359,-55.736,261.847
2018:05:27:04:11:08.000,2210.008592,-55.705,260.468
2018:05:27:04:12:08.000,2217.580600,-55.672,259.106
2018:05:27:04:13:08.000,2226.150365,-55.635,257.762
2018:05:27:04:14:08.000,2235.701116,-55.595,256.440
2018:05:27:04:15:08.000,2246.214441,-55.554,255.140
2018:05:27:04:16:08.000,2257.670403,-55.511,253.864
2018:05:27:04:17:08.000,2270.047664,-55.468,252.614
2018:05:27:04:18:08.000,2283.323609,-55.424,251.391
2018:05:27:04:19:08.000,2297.474478,-55.381,250.196
2018:05:27:04:20:08.000,2312.475493,-55.339,249.029
2018:05:27:04:21:08.000,2328.300986,-55.299,247.892
2018:05:27:04:22:08.000,2344.924528,-55.261,246.786
2018:05:27:04:23:08.000,2362.319044,-55.227,245.710
2018:05:27:04:24:08.000,2380.456939,-55.195,244.665
2018:05:27:04:25:08.000,2399.310206,-55.168,243.652
2018:05:27:04:26:08.000,2418.850534,-55.146,242.670
2018:05:27:04:27:08.000,2439.049408,-55.129,241.719
2018:05:27:04:28:08.000,2459.878202,-55.117,240.800
2018:05:27:04:29:08.000,2481.308267,-55.111,239.911
2018:05:27:04:29:35.795,2491.431602,-55.110,239.510
2018:05:27:07:51:06.756,2491.433319,-55.110,300.484
2018:05:27:07:52:06.000,2470.009246,-55.113,299.621
2018:05:27:07:53:06.000,2448.895790,-55.122,298.716
2018:05:27:07:54:06.000,2428.398721,-55.137,297.780
2018:05:27:07:55:06.000,2408.546682,-55.157,296.813
2018:05:27:07:56:06.000,2389.368244,-55.182,295.814
2018:05:27:07:57:06.000,2370.891820,-55.211,294.784
2018:05:27:07:58:06.000,2353.145568,-55.244,293.723
2018:05:27:07:59:06.000,2336.157284,-55.281,292.631
2018:05:27:08:00:06.000,2319.954296,-55.320,291.509
2018:05:27:08:01:06.000,2304.563345,-55.361,290.356
2018:05:27:08:02:06.000,2290.010467,-55.403,289.175
2018:05:27:08:03:06.000,2276.320868,-55.447,287.965
2018:05:27:08:04:06.000,2263.518798,-55.490,286.727
2018:05:27:08:05:06.000,2251.627420,-55.533,285.464
2018:05:27:08:06:06.000,2240.668684,-55.575,284.175
2018:05:27:08:07:06.000,2230.663195,-55.616,282.863
2018:05:27:08:08:06.000,2221.630095,-55.654,281.530
2018:05:27:08:09:06.000,2213.586935,-55.689,280.176
2018:05:27:08:10:06.000,2206.549567,-55.721,278.805
2018:05:27:08:11:06.000,2200.532035,-55.749,277.418
2018:05:27:08:12:06.000,2195.546479,-55.773,276.018
2018:05:27:08:13:06.000,2191.603051,-55.792,274.607
2018:05:27:08:14:06.000,2188.709841,-55.807,273.187
2018:05:27:08:15:06.000,2186.872818,-55.816,271.761
2018:05:27:08:16:06.000,2186.095787,-55.820,270.332
2018:05:27:08:17:06.000,2186.380360,-55.818,268.903
2018:05:27:08:18:06.000,2187.725947,-55.811,267.475
2018:05:27:08:19:06.000,2190.129754,-55.799,266.053
2018:05:27:08:20:06.000,2193.586812,-55.783,264.637
2018:05:27:08:21:06.000,2198.090006,-55.761,263.232
2018:05:27:08:22:06.000,2203.630131,-55.735,261.838
2018:05:27:08:23:06.000,2210.195959,-55.705,260.459
2018:05:27:08:24:06.000,2217.774317,-55.671,259.097
2018:05:27:08:25:06.000,2226.350177,-55.634,257.754
2018:05:27:08:26:06.000,2235.906762,-55.594,256.432
2018:05:27:08:27:06.000,2246.425652,-55.553,255.133
2018:05:27:08:28:06.000,2257.886905,-55.510,253.857
2018:05:27:08:29:06.000,2270.269178,-55.467,252.608
2018:05:27:08:30:06.000,2283.549854,-55.423,251.385
2018:05:27:08:31:06.000,2297.705171,-55.380,250.190
2018:05:27:08:32:06.000,2312.710349,-55.338,249.024
2018:05:27:08:33:06.000,2328.539721,-55.298,247.887
2018:05:27:08:34:06.000,2345.166858,-55.261,246.781
2018:05:27:08:35:06.000,2362.564688,-55.226,245.706
2018:05:27:08:36:06.000,2380.705618,-55.195,244.661
2018:05:27:08:37:06.000,2399.561645,-55.168,243.648
2018:05:27:08:38:06.000,2419.104462,-55.146,242.666
2018:05:27:08:39:06.000,2439.305557,-55.128,241.716
2018:05:27:08:40:06.000,2460.136311,-55.117,240.797
2018:05:27:08:41:06.000,2481.568081,-55.111,239.909
2018:05:27:08:41:33.086,2491.432273,-55.110,239.518
2018:05:27:12:03:04.590,2491.433318,-55.110,300.476
2018:05:27:12:04:04.000,2469.955210,-55.113,299.610
2018:05:27:12:05:04.000,2448.848749,-55.122,298.705
2018:05:27:12:06:04.000,2428.358836,-55.137,297.769
2018:05:27:12:07:04.000,2408.514107,-55.157,296.802
2018:05:27:12:08:04.000,2389.343127,-55.182,295.803
2018:05:27:12:09:04.000,2370.874303,-55.211,294.773
2018:05:27:12:10:04.000,2353.135783,-55.244,293.712
2018:05:27:12:11:04.000,2336.155354,-55.281,292.620
2018:05:27:12:12:04.000,2319.960334,-55.320,291.497
2018:05:27:12:13:04.000,2304.577454,-55.361,290.345
2018:05:27:12:14:04.000,2290.032737,-55.403,289.163
2018:05:27:12:15:04.000,2276.351377,-55.447,287.953
2018:05:27:12:16:04.000,2263.557611,-55.490,286.716
2018:05:27:12:17:04.000,2251.674586,-55.533,285.452
2018:05:27:12:18:04.000,2240.724238,-55.575,284.163
2018:05:27:12:19:04.000,2230.727158,-55.616,282.852
2018:05:27:12:20:04.000,2221.702468,-55.654,281.518
2018:05:27:12:21:04.000,2213.667705,-55.689,280.165
2018:05:27:12:22:04.000,2206.638703,-55.721,278.794
2018:05:27:12:23:04.000,2200.629489,-55.749,277.407
2018:05:27:12:24:04.000,2195.652185,-55.773,276.007
2018:05:27:12:25:04.000,2191.716925,-55.792,274.596
2018:05:27:12:26:04.000,2188.831782,-55.806,273.176
2018:05:27:12:27:04.000,2187.002707,-55.815,271.751
2018:05:27:12:28:04.000,2186.233489,-55.819,270.322
2018:05:27:12:29:04.000,2186.525723,-55.817,268.893
2018:05:27:12:30:04.000,2187.878803,-55.811,267.465
2018:05:27:12:31:04.000,2190.289921,-55.799,266.043
2018:05:27:12:32:04.000,2193.754092,-55.782,264.628
2018:05:27:12:33:04.000,2198.264189,-55.760,263.222
2018:05:27:12:34:04.000,2203.810995,-55.734,261.829
2018:05:27:12:35:04.000,2210.383269,-55.704,260.451
2018:05:27:12:36:04.000,2217.967830,-55.670,259.089
