"Time (YYYY:MM:DD)","Range (km)","Elevation (deg)","Azimuth (deg)"
2018:05:27:13:18:59.000,3179.722720,-65.656,290.435
2018:05:27:13:19:59.000,3170.477133,-65.706,289.672
2018:05:27:13:20:59.000,3161.589959,-65.756,288.896
2018:05:27:13:21:59.000,3153.066573,-65.805,288.108
2018:05:27:13:22:59.000,3144.912186,-65.853,287.309
2018:05:27:13:23:59.000,3137.131825,-65.900,286.498
2018:05:27:13:24:59.000,3129.730334,-65.945,285.676
2018:05:27:13:25:59.000,3122.712359,-65.989,284.844
2018:05:27:13:26:59.000,3116.082344,-66.031,284.001
2018:05:27:13:27:59.000,3109.844518,-66.072,283.149
2018:05:27:13:28:59.000,3104.002890,-66.110,282.287
2018:05:27:13:29:59.000,3098.561242,-66.147,281.417
2018:05:27:13:30:59.000,3093.523118,-66.181,280.538
2018:05:27:13:31:59.000,3088.891822,-66.213,279.651
2018:05:27:13:32:59.000,3084.670404,-66.242,278.757
2018:05:27:13:33:59.000,3080.861663,-66.268,277.857
2018:05:27:13:34:59.000,3077.468133,-66.292,276.951
2018:05:27:13:35:59.000,3074.492083,-66.314,276.039
2018:05:27:13:36:59.000,3071.935510,-66.332,275.123
2018:05:27:13:37:59.000,3069.800135,-66.347,274.202
2018:05:27:13:38:59.000,3068.087398,-66.360,273.279
2018:05:27:13:39:59.000,3066.798459,-66.369,272.352
2018:05:27:13:40:59.000,3065.934190,-66.376,271.424
2018:05:27:13:41:59.000,3065.495179,-66.379,270.495
2018:05:27:13:42:59.000,3065.481722,-66.379,269.566
2018:05:27:13:43:59.000,3065.893829,-66.376,268.637
2018:05:27:13:44:59.000,3066.731219,-66.370,267.708
2018:05:27:13:45:59.000,3067.993325,-66.361,266.782
2018:05:27:13:46:59.000,3069.679289,-66.348,265.858
2018:05:27:13:47:59.000,3071.787971,-66.333,264.938
2018:05:27:13:48:59.000,3074.317948,-66.315,264.021
2018:05:27:13:49:59.000,3077.267514,-66.294,263.109
2018:05:27:13:50:59.000,3080.634691,-66.270,262.203
2018:05:27:13:51:59.000,3084.417226,-66.244,261.302
2018:05:27:13:52:59.000,3088.612600,-66.214,260.408
2018:05:27:13:53:59.000,3093.218033,-66.183,259.520
2018:05:27:13:54:59.000,3098.230486,-66.149,258.641
2018:05:27:13:55:59.000,3103.646674,-66.113,257.770
2018:05:27:13:56:59.000,3109.463065,-66.074,256.908
2018:05:27:13:57:59.000,3115.675892,-66.034,256.055
2018:05:27:13:58:59.000,3122.281161,-65.992,255.212
2018:05:27:13:59:59.000,3129.274655,-65.948,254.379
2018:05:27:14:00:59.000,3136.651943,-65.903,253.556
2018:05:27:14:01:59.000,3144.408391,-65.856,252.745
2018:05:27:14:02:59.000,3152.539169,-65.808,251.945
2018:05:27:14:03:59.000,3161.039257,-65.759,251.156
2018:05:27:14:04:59.000,3169.903458,-65.709,250.379
2018:05:27:14:05:59.000,3179.126406,-65.659,249.615
2018:05:27:14:06:59.000,3188.702573,-65.608,248.863
2018:05:27:14:07:59.000,3198.626278,-65.556,248.123
2018:05:27:14:08:59.000,3208.891701,-65.505,247.397
2018:05:27:14:09:59.000,3219.492885,-65.453,246.683
2018:05:27:14:10:59.000,3230.423751,-65.401,245.982
2018:05:27:14:11:59.000,3241.678105,-65.350,245.294
2018:05:27:14:12:59.000,3253.249644,-65.299,244.619
2018:05:27:14:13:59.000,3265.131969,-65.248,243.958
2018:05:27:14:14:59.000,3277.318592,-65.199,243.310
2018:05:27:14:15:59.000,3289.802945,-65.150,242.675
2018:05:27:14:16:59.000,3302.578387,-65.102,242.053
2018:05:27:14:17:59.000,3315.638212,-65.055,241.445
2018:05:27:14:18:59.000,3328.975660,-65.009,240.850
2018:05:27:14:19:59.000,3342.583921,-64.965,240.268
2018:05:27:14:20:59.000,3356.456144,-64.922,239.699
2018:05:27:14:21:59.000,3370.585444,-64.881,239.143
2018:05:27:14:22:59.000,3384.964910,-64.842,238.600
2018:05:27:14:23:59.000,3399.587610,-64.804,238.070
2018:05:27:14:24:59.000,3414.446599,-64.768,237.553
2018:05:27:14:25:59.000,3429.534922,-64.735,237.048
2018:05:27:14:26:59.000,3444.845624,-64.703,236.556
2018:05:27:14:27:59.000,3460.371755,-64.674,236.076
2018:05:27:14:28:59.000,3476.106371,-64.646,235.608
2018:05:27:14:29:59.000,3492.042545,-64.622,235.152
2018:05:27:14:30:59.000,3508.173368,-64.599,234.709
2018:05:27:14:31:59.000,3524.491954,-64.579,234.277
2018:05:27:14:32:59.000,3540.991446,-64.562,233.857
2018:05:27:14:33:59.000,3557.665017,-64.547,233.449
2018:05:27:14:34:59.000,3574.505878,-64.534,233.052
2018:05:27:14:35:59.000,3591.507278,-64.525,232.666
2018:05:27:14:36:59.000,3608.662507,-64.518,232.291
2018:05:27:14:37:59.000,3625.964905,-64.513,231.927
2018:05:27:14:38:59.000,3643.407855,-64.512,231.574
2018:05:27:14:39:02.579,3644.452521,-64.512,231.554
2018:05:27:19:13:26.507,3644.452963,-64.512,308.440
2018:05:27:19:14:26.000,3627.151735,-64.513,308.090
2018:05:27:19:15:26.000,3609.842679,-64.517,307.727
2018:05:27:19:16:26.000,3592.680389,-64.524,307.353
2018:05:27:19:17:26.000,3575.671523,-64.534,306.968
2018:05:27:19:18:26.000,3558.822786,-64.546,306.572
2018:05:27:19:19:26.000,3542.140926,-64.560,306.164
2018:05:27:19:20:26.000,3525.632728,-64.578,305.745
2018:05:27:19:21:26.000,3509.305015,-64.598,305.314
2018:05:27:19:22:26.000,3493.164642,-64.620,304.871
2018:05:27:19:23:26.000,3477.218490,-64.645,304.416
2018:05:27:19:24:26.000,3461.473467,-64.672,303.949
2018:05:27:19:25:26.000,3445.936498,-64.701,303.470
2018:05:27:19:26:26.000,3430.614523,-64.732,302.979
2018:05:27:19:27:26.000,3415.514490,-64.766,302.475
2018:05:27:19:28:26.000,3400.643355,-64.801,301.958
2018:05:27:19:29:26.000,3386.008068,-64.839,301.429
2018:05:27:19:30:26.000,3371.615575,-64.878,300.887
2018:05:27:19:31:26.000,3357.472806,-64.919,300.332
2018:05:27:19:32:26.000,3343.586673,-64.962,299.764
2018:05:27:19:33:26.000,3329.964061,-65.006,299.183
2018:05:27:19:34:26.000,3316.611820,-65.051,298.588
2018:05:27:19:35:26.000,3303.536761,-65.098,297.981
2018:05:27:19:36:26.000,3290.745647,-65.146,297.360
2018:05:27:19:37:26.000,3278.245184,-65.195,296.726
2018:05:27:19:38:26.000,3266.042015,-65.245,296.079
2018:05:27:19:39:26.000,3254.142712,-65.295,295.418
2018:05:27:19:40:26.000,3242.553766,-65.346,294.745
2018:05:27:19:41:26.000,3231.281580,-65.397,294.058
2018:05:27:19:42:26.000,3220.332459,-65.449,293.358
2018:05:27:19:43:26.000,3209.712603,-65.501,292.645
2018:05:27:19:44:26.000,3199.428097,-65.552,291.919
2018:05:27:19:45:26.000,3189.484903,-65.604,291.180
2018:05:27:19:46:26.000,3179.888848,-65.655,290.429
2018:05:27:19:47:26.000,3170.645619,-65.705,289.666
2018:05:27:19:48:26.000,3161.760751,-65.755,288.890
2018:05:27:19:49:26.000,3153.239620,-65.804,288.102
2018:05:27:19:50:26.000,3145.087431,-65.852,287.303
2018:05:27:19:51:26.000,3137.309213,-65.899,286.492
2018:05:27:19:52:26.000,3129.909805,-65.944,285.671
2018:05:27:19:53:26.000,3122.893853,-65.988,284.839
2018:05:27:19:54:26.000,3116.265798,-66.030,283.996
2018:05:27:19:55:26.000,3110.029868,-66.071,283.144
2018:05:27:19:56:26.000,3104.190069,-66.109,282.283
2018:05:27:19:57:26.000,3098.750183,-66.145,281.412
2018:05:27:19:58:26.000,3093.713751,-66.179,280.534
2018:05:27:19:59:26.000,3089.084075,-66.211,279.647
2018:05:27:20:00:26.000,3084.864206,-66.240,278.754
2018:05:27:20:01:26.000,3081.056939,-66.267,277.853
2018:05:27:20:02:26.000,3077.664809,-66.291,276.947
2018:05:27:20:03:26.000,3074.690082,-66.312,276.036
2018:05:27:20:04:26.000,3072.134753,-66.331,275.120
2018:05:27:20:05:26.000,3070.000543,-66.346,274.200
2018:05:27:20:06:26.000,3068.288892,-66.358,273.276
2018:05:27:20:07:26.000,3067.000958,-66.368,272.350
2018:05:27:20:08:26.000,3066.137612,-66.374,271.422
2018:05:27:20:09:26.000,3065.699441,-66.377,270.494
2018:05:27:20:10:26.000,3065.686742,-66.377,269.564
2018:05:27:20:11:26.000,3066.099523,-66.374,268.635
2018:05:27:20:12:26.000,3066.937504,-66.368,267.707
2018:05:27:20:13:26.000,3068.200115,-66.359,266.781
2018:05:27:20:14:26.000,3069.886501,-66.347,265.858
2018:05:27:20:15:26.000,3071.995520,-66.332,264.938
2018:05:27:20:16:26.000,3074.525748,-66.313,264.021
2018:05:27:20:17:26.000,3077.475482,-66.292,263.109
2018:05:27:20:18:26.000,3080.842742,-66.269,262.203
2018:05:27:20:19:26.000,3084.625277,-66.242,261.302
2018:05:27:20:20:26.000,3088.820567,-66.213,260.408
2018:05:27:20:21:26.000,3093.425832,-66.181,259.521
2018:05:27:20:22:26.000,3098.438036,-66.147,258.642
2018:05:27:20:23:26.000,3103.853892,-66.111,257.772
2018:05:27:20:24:26.000,3109.669871,-66.073,256.909
2018:05:27:20:25:26.000,3115.882207,-66.033,256.057
2018:05:27:20:26:26.000,3122.486904,-65.991,255.214
2018:05:27:20:27:26.000,3129.479748,-65.947,254.381
2018:05:27:20:28:26.000,3136.856310,-65.902,253.559
2018:05:27:20:29:26.000,3144.611956,-65.855,252.747
2018:05:27:20:30:26.000,3152.741857,-65.807,251.947
2018:05:27:20:31:26.000,3161.240995,-65.758,251.159
2018:05:27:20:32:26.000,3170.104174,-65.708,250.383
2018:05:27:20:33:26.000,3179.326030,-65.658,249.618
2018:05:27:20:34:26.000,3188.901035,-65.607,248.866
2018:05:27:20:35:26.000,3198.823511,-65.555,248.127
2018:05:27:20:36:26.000,3209.087639,-65.504,247.400
2018:05:27:20:37:26.000,3219.687464,-65.452,246.687
2018:05:27:20:38:26.000,3230.616908,-65.400,245.986
2018:05:27:20:39:26.000,3241.869778,-65.349,245.298
2018:05:27:20:40:26.000,3253.439775,-65.298,244.624
2018:05:27:20:41:26.000,3265.320499,-65.248,243.963
2018:05:27:20:42:26.000,3277.505466,-65.198,243.315
2018:05:27:20:43:26.000,3289.988108,-65.149,242.680
2018:05:27:20:44:26.000,3302.761787,-65.101,242.058
2018:05:27:20:45:26.000,3315.819797,-65.054,241.450
2018:05:27:20:46:26.000,3329.155382,-65.009,240.855
2018:05:27:20:47:26.000,3342.761731,-64.964,240.273
2018:05:27:20:48:26.000,3356.631997,-64.922,239.704
2018:05:27:20:49:26.000,3370.759297,-64.881,239.149
2018:05:27:20:50:26.000,3385.136720,-64.841,238.606
2018:05:27:20:51:26.000,3399.757336,-64.804,238.076
2018:05:27:20:52:26.000,3414.614201,-64.768,237.558
2018:05:27:20:53:26.000,3429.700363,-64.734,237.054
2018:05:27:20:54:26.000,3445.008870,-64.703,236.561
2018:05:27:20:55:26.000,3460.532770,-64.673,236.082
2018:05:27:20:56:26.000,3476.265124,-64.646,235.614
2018:05:27:20:57:26.000,3492.199004,-64.621,235.159
2018:05:27:20:58:26.000,3508.327504,-64.599,234.715
2018:05:27:20:59:26.000,3524.643739,-64.579,234.283
2018:05:27:21:00:26.000,3541.140853,-64.561,233.863
2018:05:27:21:01:26.000,3557.812022,-64.547,233.455
2018:05:27:21:02:26.000,3574.650457,-64.534,233.058
2018:05:27:21:03:26.000,3591.649409,-64.525,232.672
2018:05:27:21:04:26.000,3608.802170,-64.518,232.297
2018:05:27:21:05:26.000,3626.102079,-64.513,231.934
2018:05:27:21:06:26.000,3643.542524,-64.512,231.581
2018:05:27:21:06:29.116,3644.451942,-64.512,231.563
2018:05:28:01:40:53.790,3644.451975,-64.512,308.431
2018:05:28:01:41:53.000,3627.236181,-64.513,308.083
2018:05:28:01:42:53.000,3609.930058,-64.517,307.720
2018:05:28:01:43:53.000,3592.770701,-64.524,307.346
2018:05:28:01:44:53.000,3575.764768,-64.533,306.961
2018:05:28:01:45:53.000,3558.918962,-64.546,306.564
2018:05:28:01:46:53.000,3542.240030,-64.560,306.157
2018:05:28:01:47:53.000,3525.734756,-64.578,305.737
2018:05:28:01:48:53.000,3509.409963,-64.598,305.306
2018:05:28:01:49:53.000,3493.272501,-64.620,304.864
2018:05:28:01:50:53.000,3477.329254,-64.644,304.409
2018:05:28:01:51:53.000,3461.587124,-64.671,303.942
2018:05:28:01:52:53.000,3446.053038,-64.701,303.463
2018:05:28:01:53:53.000,3430.733932,-64.732,302.972
2018:05:28:01:54:53.000,3415.636755,-64.766,302.468
2018:05:28:01:55:53.000,3400.768458,-64.801,301.951
2018:05:28:01:56:53.000,3386.135993,-64.839,301.422
2018:05:28:01:57:53.000,3371.746301,-64.878,300.880
2018:05:28:01:58:53.000,3357.606313,-64.919,300.325
2018:05:28:01:59:53.000,3343.722937,-64.961,299.757
2018:05:28:02:00:53.000,3330.103057,-65.005,299.176
2018:05:28:02:01:53.000,3316.753523,-65.051,298.581
2018:05:28:02:02:53.000,3303.681141,-65.098,297.974
2018:05:28:02:03:53.000,3290.892674,-65.145,297.353
2018:05:28:02:04:53.000,3278.394826,-65.194,296.720
2018:05:28:02:05:53.000,3266.194238,-65.244,296.072
2018:05:28:02:06:53.000,3254.297480,-65.294,295.412
2018:05:28:02:07:53.000,3242.711040,-65.345,294.738
2018:05:28:02:08:53.000,3231.441320,-65.396,294.052
2018:05:28:02:09:53.000,3220.494623,-65.448,293.352
2018:05:28:02:10:53.000,3209.877147,-65.500,292.639
2018:05:28:02:11:53.000,3199.594975,-65.551,291.913
2018:05:28:02:12:53.000,3189.654067,-65.603,291.175
2018:05:28:02:13:53.000,3180.060248,-65.654,290.424
2018:05:28:02:14:53.000,3170.819203,-65.704,289.660
2018:05:28:02:15:53.000,3161.936465,-65.754,288.885
2018:05:28:02:16:53.000,3153.417408,-65.803,288.097
2018:05:28:02:17:53.000,3145.267236,-65.851,287.298
2018:05:28:02:18:53.000,3137.490974,-65.898,286.487
2018:05:28:02:19:53.000,3130.093462,-65.943,285.666
2018:05:28:02:20:53.000,3123.079342,-65.987,284.834
2018:05:28:02:21:53.000,3116.453054,-66.029,283.992
2018:05:28:02:22:53.000,3110.218824,-66.069,283.140
2018:05:28:02:23:53.000,3104.380658,-66.108,282.278
2018:05:28:02:24:53.000,3098.942334,-66.144,281.408
2018:05:28:02:25:53.000,3093.907393,-66.178,280.530
2018:05:28:02:26:53.000,3089.279135,-66.210,279.644
2018:05:28:02:27:53.000,3085.060610,-66.239,278.750
2018:05:28:02:28:53.000,3081.254611,-66.266,277.850
2018:05:28:02:29:53.000,3077.863672,-66.290,276.944
2018:05:28:02:30:53.000,3074.890057,-66.311,276.033
2018:05:28:02:31:53.000,3072.335763,-66.329,275.117
2018:05:28:02:32:53.000,3070.202508,-66.345,274.197
2018:05:28:02:33:53.000,3068.491730,-66.357,273.274
2018:05:28:02:34:53.000,3067.204587,-66.366,272.348
2018:05:28:02:35:53.000,3066.341951,-66.373,271.421
2018:05:28:02:36:53.000,3065.904407,-66.376,270.492
2018:05:28:02:37:53.000,3065.892251,-66.376,269.563
2018:05:28:02:38:53.000,3066.305491,-66.373,268.634
2018:05:28:02:39:53.000,3067.143847,-66.367,267.707
2018:05:28:02:40:53.000,3068.406750,-66.358,266.781
2018:05:28:02:41:53.000,3070.093343,-66.345,265.858
2018:05:28:02:42:53.000,3072.202485,-66.330,264.938
2018:05:28:02:43:53.000,3074.732752,-66.312,264.021
2018:05:28:02:44:53.000,3077.682441,-66.291,263.110
2018:05:28:02:45:53.000,3081.049573,-66.267,262.204
2018:05:28:02:46:53.000,3084.831897,-66.241,261.303
2018:05:28:02:47:53.000,3089.026893,-66.212,260.410
2018:05:28:02:48:53.000,3093.631783,-66.180,259.523
2018:05:28:02:49:53.000,3098.643531,-66.146,258.644
2018:05:28:02:50:53.000,3104.058850,-66.110,257.773
2018:05:28:02:51:53.000,3109.874213,-66.072,256.912
2018:05:28:02:52:53.000,3116.085855,-66.031,256.059
2018:05:28:02:53:53.000,3122.689781,-65.989,255.216
2018:05:28:02:54:53.000,3129.681777,-65.946,254.384
2018:05:28:02:55:53.000,3137.057417,-65.900,253.562
2018:05:28:02:56:53.000,3144.812067,-65.854,252.751
2018:05:28:02:57:53.000,3152.940899,-65.806,251.951
2018:05:28:02:58:53.000,3161.438898,-65.757,251.163
2018:05:28:02:59:53.000,3170.300869,-65.707,250.386
2018:05:28:03:00:53.000,3179.521449,-65.657,249.622
2018:05:28:03:01:53.000,3189.095111,-65.606,248.870
2018:05:28:03:02:53.000,3199.016180,-65.554,248.131
2018:05:28:03:03:53.000,3209.278837,-65.503,247.405
2018:05:28:03:04:53.000,3219.877130,-65.451,246.691
2018:05:28:03:05:53.000,3230.804983,-65.399,245.991
2018:05:28:03:06:53.000,3242.056203,-65.348,245.303
2018:05:28:03:07:53.000,3253.624493,-65.297,244.629
2018:05:28:03:08:53.000,3265.503457,-65.247,243.968
2018:05:28:03:09:53.000,3277.686610,-65.197,243.320
2018:05:28:03:10:53.000,3290.167387,-65.148,242.685
2018:05:28:03:11:53.000,3302.939151,-65.100,242.064
2018:05:28:03:12:53.000,3315.995200,-65.054,241.456
2018:05:28:03:13:53.000,3329.328776,-65.008,240.861
2018:05:28:03:14:53.000,3342.933074,-64.964,240.279
2018:05:28:03:15:53.000,3356.801245,-64.921,239.710
2018:05:28:03:16:53.000,3370.926410,-64.880,239.154
2018:05:28:03:17:53.000,3385.301659,-64.841,238.612
2018:05:28:03:18:53.000,3399.920063,-64.803,238.082
2018:05:28:03:19:53.000,3414.774682,-64.768,237.564
2018:05:28:03:20:53.000,3429.858564,-64.734,237.060
2018:05:28:03:21:53.000,3445.164757,-64.702,236.568
2018:05:28:03:22:53.000,3460.686314,-64.673,236.088
2018:05:28:03:23:53.000,3476.416295,-64.646,235.620
2018:05:28:03:24:53.000,3492.347776,-64.621,235.165
2018:05:28:03:25:53.000,3508.473850,-64.599,234.721
2018:05:28:03:26:53.000,3524.787634,-64.579,234.290
2018:05:28:03:27:53.000,3541.282275,-64.561,233.870
2018:05:28:03:28:53.000,3557.950949,-64.546,233.461
2018:05:28:03:29:53.000,3574.786869,-64.534,233.064
2018:05:28:03:30:53.000,3591.783286,-64.524,232.679
2018:05:28:03:31:53.000,3608.933496,-64.517,232.304
2018:05:28:03:32:53.000,3626.230838,-64.513,231.940
2018:05:28:03:33:53.000,3643.668700,-64.512,231.588
2018:05:28:03:33:55.687,3644.452737,-64.512,231.572
2018:05:28:08:08:21.097,3644.452649,-64.512,308.421
2018:05:28:08:09:21.000,3627.039715,-64.513,308.070
2018:05:28:08:10:21.000,3609.738842,-64.517,307.706
2018:05:28:08:11:21.000,3592.584843,-64.524,307.332
2018:05:28:08:12:21.000,3575.584376,-64.534,306.947
2018:05:28:08:13:21.000,3558.744144,-64.546,306.550
2018:05:28:08:14:21.000,3542.070892,-64.561,306.143
2018:05:28:08:15:21.000,3525.571404,-64.578,305.723
2018:05:28:08:16:21.000,3509.252500,-64.598,305.292
2018:05:28:08:17:21.000,3493.121034,-64.620,304.849
2018:05:28:08:18:21.000,3477.183884,-64.645,304.394
2018:05:28:08:19:21.000,3461.447954,-64.672,303.927
2018:05:28:08:20:21.000,3445.920167,-64.701,303.448
2018:05:28:08:21:21.000,3430.607461,-64.732,302.956
2018:05:28:08:22:21.000,3415.516781,-64.766,302.452
2018:05:28:08:23:21.000,3400.655079,-64.801,301.935
2018:05:28:08:24:21.000,3386.029301,-64.839,301.406
2018:05:28:08:25:21.000,3371.646390,-64.878,300.864
2018:05:28:08:26:21.000,3357.513273,-64.919,300.309
2018:05:28:08:27:21.000,3343.636857,-64.962,299.740
2018:05:28:08:28:21.000,3330.024023,-65.006,299.159
2018:05:28:08:29:21.000,3316.681618,-65.051,298.565
2018:05:28:08:30:21.000,3303.616447,-65.098,297.957
2018:05:28:08:31:21.000,3290.835270,-65.146,297.337
2018:05:28:08:32:21.000,3278.344786,-65.194,296.702
2018:05:28:08:33:21.000,3266.151635,-65.244,296.055
2018:05:28:08:34:21.000,3254.262383,-65.294,295.395
2018:05:28:08:35:21.000,3242.683516,-65.345,294.721
2018:05:28:08:36:21.000,3231.421431,-65.397,294.034
2018:05:28:08:37:21.000,3220.482428,-65.448,293.334
2018:05:28:08:38:21.000,3209.872702,-65.500,292.621
2018:05:28:08:39:21.000,3199.598330,-65.551,291.895
2018:05:28:08:40:21.000,3189.665269,-65.603,291.157
2018:05:28:08:41:21.000,3180.079341,-65.654,290.406
2018:05:28:08:42:21.000,3170.846226,-65.704,289.642
2018:05:28:08:43:21.000,3161.971452,-65.754,288.866
2018:05:28:08:44:21.000,3153.460388,-65.803,288.079
2018:05:28:08:45:21.000,3145.318234,-65.851,287.280
2018:05:28:08:46:21.000,3137.550011,-65.897,286.469
2018:05:28:08:47:21.000,3130.160552,-65.943,285.648
2018:05:28:08:48:21.000,3123.154496,-65.986,284.816
2018:05:28:08:49:21.000,3116.536276,-66.029,283.974
2018:05:28:08:50:21.000,3110.310115,-66.069,283.122
2018:05:28:08:51:21.000,3104.480012,-66.107,282.260
2018:05:28:08:52:21.000,3099.049740,-66.143,281.390
2018:05:28:08:53:21.000,3094.022836,-66.177,280.512
2018:05:28:08:54:21.000,3089.402593,-66.209,279.626
2018:05:28:08:55:21.000,3085.192055,-66.238,278.732
2018:05:28:08:56:21.000,3081.394011,-66.265,277.833
2018:05:28:08:57:21.000,3078.010989,-66.289,276.927
2018:05:28:08:58:21.000,3075.045249,-66.310,276.016
2018:05:28:08:59:21.000,3072.498779,-66.328,275.100
2018:05:28:09:00:21.000,3070.373294,-66.343,274.180
2018:05:28:09:01:21.000,3068.670226,-66.356,273.257
2018:05:28:09:02:21.000,3067.390729,-66.365,272.332
2018:05:28:09:03:21.000,3066.535668,-66.371,271.404
2018:05:28:09:04:21.000,3066.105622,-66.374,270.476
2018:05:28:09:05:21.000,3066.100884,-66.374,269.547
2018:05:28:09:06:21.000,3066.521457,-66.371,268.619
2018:05:28:09:07:21.000,3067.367054,-66.365,267.691
2018:05:28:09:08:21.000,3068.637103,-66.356,266.766
2018:05:28:09:09:21.000,3070.330741,-66.344,265.843
2018:05:28:09:10:21.000,3072.446824,-66.328,264.923
2018:05:28:09:11:21.000,3074.983923,-66.310,264.007
2018:05:28:09:12:21.000,3077.940330,-66.289,263.096
2018:05:28:09:13:21.000,3081.314062,-66.265,262.190
2018:05:28:09:14:21.000,3085.102864,-66.239,261.290
2018:05:28:09:15:21.000,3089.304215,-66.210,260.396
2018:05:28:09:16:21.000,3093.915330,-66.178,259.510
2018:05:28:09:17:21.000,3098.933170,-66.144,258.632
2018:05:28:09:18:21.000,3104.354448,-66.108,257.761
2018:05:28:09:19:21.000,3110.175630,-66.070,256.900
2018:05:28:09:20:21.000,3116.392950,-66.029,256.048
2018:05:28:09:21:21.000,3123.002411,-65.987,255.205
2018:05:28:09:22:21.000,3129.999797,-65.944,254.373
2018:05:28:09:23:21.000,3137.380678,-65.898,253.551
2018:05:28:09:24:21.000,3145.140419,-65.852,252.741
2018:05:28:09:25:21.000,3153.274191,-65.804,251.941
2018:05:28:09:26:21.000,3161.776976,-65.755,251.153
2018:05:28:09:27:21.000,3170.643579,-65.705,250.378
2018:05:28:09:28:21.000,3179.868634,-65.655,249.614
2018:05:28:09:29:21.000,3189.446615,-65.604,248.862
2018:05:28:09:30:21.000,3199.371845,-65.553,248.124
2018:05:28:09:31:21.000,3209.638505,-65.501,247.397
2018:05:28:09:32:21.000,3220.240643,-65.449,246.684
2018:05:28:09:33:21.000,3231.172181,-65.398,245.984
2018:05:28:09:34:21.000,3242.426928,-65.346,245.297
2018:05:28:09:35:21.000,3253.998585,-65.296,244.623
2018:05:28:09:36:21.000,3265.880758,-65.245,243.962
